Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,141.869995,146.100006,138.220001,142.990005,125.504517,42037000
2015-02-01,144.000000,156.850006,140.130005,146.960007,128.988983,62314000
2015-03-01,147.320007,154.229996,145.779999,151.500000,137.709122,48746100
2015-04-01,151.830002,152.949997,142.539993,143.050003,130.028305,39579200
2015-05-01,143.460007,147.559998,141.529999,142.589996,129.964737,40758600
2015-06-01,143.050003,143.250000,134.729996,135.059998,123.101463,43415400
2015-07-01,135.789993,147.000000,135.059998,145.300003,132.434784,40333900
2015-08-01,145.779999,147.589996,117.029999,140.050003,127.649628,43378800
2015-09-01,137.580002,146.899994,137.500000,144.570007,132.131714,39105000
2015-10-01,144.850006,159.399994,142.190002,158.119995,144.515884,46356600
2015-11-01,158.990005,164.470001,153.229996,161.419998,147.531982,39892100
2015-12-01,162.020004,169.729996,157.330002,161.500000,147.986633,54513100
2016-01-01,159.809998,161.229996,144.910004,151.119995,138.475143,48510000
2016-02-01,150.839996,154.880005,141.619995,150.029999,137.476395,54382400
2016-03-01,150.399994,159.800003,147.100006,157.580002,144.786102,51290800
2016-04-01,157.869995,159.089996,147.460007,148.130005,136.103333,42835300
2016-05-01,148.759995,153.880005,138.570007,148.770004,137.095642,69436400
2016-06-01,150.500000,158.789993,148.550003,157.039993,144.716690,55950500
2016-07-01,157.190002,168.820007,154.669998,167.220001,154.097839,43086800
2016-08-01,167.149994,169.589996,161.149994,162.089996,149.370392,34033800
2016-09-01,159.000000,159.279999,147.199997,152.509995,140.919937,60766000
2016-10-01,152.220001,152.320007,147.100006,147.869995,136.632553,46455900
2016-11-01,148.479996,153.419998,142.110001,150.110001,138.702332,51222600
2016-12-01,150.110001,164.949997,150.110001,160.110001,148.397690,48204500
2017-01-01,160.649994,164.800003,158.509995,163.949997,151.956802,36710400
2017-02-01,163.839996,177.869995,161.809998,177.179993,164.219040,48179100
2017-03-01,177.369995,178.710007,164.100006,167.690002,155.841858,58812800
2017-04-01,167.740005,178.270004,166.110001,177.520004,164.977310,36641800
2017-05-01,178.500000,183.179993,169.059998,180.429993,167.681686,53726300
2017-06-01,180.809998,182.720001,156.559998,159.929993,155.086182,110663000
2017-07-01,160.210007,161.350006,150.000000,158.509995,153.709213,93217800
2017-08-01,159.100006,162.350006,150.059998,156.740005,151.992813,78721800
2017-09-01,157.589996,165.320007,155.029999,164.289993,159.823517,50198600
2017-10-01,164.919998,167.289993,154.110001,161.080002,156.700775,89106400
2017-11-01,161.970001,184.899994,161.289993,184.429993,179.416000,57900700
2017-12-01,183.259995,195.350006,181.130005,186.119995,181.597305,60835900
2018-01-01,187.229996,199.880005,183.880005,194.869995,190.134689,57501400
2018-02-01,193.410004,195.520004,175.789993,190.899994,186.261124,43370500
2018-03-01,191.309998,192.990005,180.830002,188.429993,184.343140,57402100
2018-04-01,186.910004,199.039993,180.940002,197.160004,192.883820,44178400
2018-05-01,196.490005,201.770004,190.179993,198.240005,193.940369,43231300
2018-06-01,195.449997,212.460007,195.000000,208.979996,205.043610,44835900
2018-07-01,208.419998,224.619995,206.050003,218.710007,214.590332,36353800
2018-08-01,218.649994,233.520004,215.009995,233.130005,228.738708,41228700
2018-09-01,233.139999,245.160004,231.509995,234.880005,231.027847,41975400
2018-10-01,235.809998,237.570007,217.000000,228.630005,224.880341,66756300
2018-11-01,228.179993,240.880005,217.449997,231.279999,227.486893,47451000
2018-12-01,230.720001,233.860001,189.509995,203.710007,200.845337,64334700
2019-01-01,200.500000,215.559998,199.850006,214.630005,211.611755,46077200
2019-02-01,214.000000,219.690002,205.750000,218.740005,215.663971,37632900
2019-03-01,219.759995,242.440002,215.770004,242.139999,239.379715,50866400
2019-04-01,243.070007,248.699997,240.309998,245.529999,242.731079,32850000
2019-05-01,245.339996,251.009995,233.050003,239.580002,236.848907,39654400
2019-06-01,239.779999,268.940002,238.080002,264.260010,261.953094,34369400
2019-07-01,266.429993,284.309998,261.670013,275.630005,273.223846,32122300
2019-08-01,275.750000,299.950012,262.709991,294.760010,292.186859,49910500
2019-09-01,292.570007,307.339996,284.399994,288.109985,286.226624,47479100
2019-10-01,288.040009,304.880005,281.600006,297.109985,295.167816,46758300
2019-11-01,297.989990,307.100006,295.170013,299.809998,298.497253,33480700
2019-12-01,299.750000,300.200012,289.100006,293.920013,292.633057,45563900
