Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,73.599998,84.949997,68.709999,83.050003,76.558914,74816700
2015-02-01,83.070000,89.690002,77.199997,87.750000,80.891571,55719100
2015-03-01,88.239998,102.769997,87.650002,98.290001,90.751595,143617300
2015-04-01,97.980003,100.570000,90.680000,92.250000,85.174835,69009700
2015-05-01,95.870003,110.389999,92.330002,109.360001,100.972572,70973900
2015-06-01,110.379997,112.879997,98.070000,104.099998,96.244774,70007300
2015-07-01,106.000000,106.739998,92.260002,95.669998,88.450890,101466000
2015-08-01,95.169998,95.750000,70.800003,89.769997,82.996109,127193200
2015-09-01,84.480003,92.629997,82.000000,84.209999,78.074440,68513600
2015-10-01,83.980003,84.750000,74.010002,77.239998,71.612274,103973100
2015-11-01,77.279999,86.919998,73.650002,83.019997,76.971138,72881200
2015-12-01,83.629997,88.519997,76.150002,76.830002,71.479019,70002100
2016-01-01,75.010002,78.120003,58.500000,68.919998,64.119942,107555200
2016-02-01,68.180000,70.389999,54.500000,66.449997,61.821945,82811300
2016-03-01,67.620003,78.290001,67.040001,77.900002,72.793663,82291400
2016-04-01,77.160004,78.459999,66.040001,66.820000,62.439949,70290200
2016-05-01,66.769997,67.459999,60.430000,66.760002,62.383884,59696800
2016-06-01,66.370003,68.980003,57.110001,63.279999,59.369286,54723800
2016-07-01,62.480000,71.330002,57.189999,66.019997,61.939964,66805800
2016-08-01,65.919998,75.790001,63.299999,74.860001,70.233643,54169100
2016-09-01,74.790001,77.879997,65.760002,76.139999,71.738235,77853600
2016-10-01,75.760002,82.279999,75.019997,76.940002,72.491997,45343800
2016-11-01,76.919998,80.139999,72.500000,76.849998,72.407204,49185100
2016-12-01,76.919998,81.040001,71.650002,74.660004,70.610832,44736700
2017-01-01,75.220001,93.779999,73.940002,91.739998,86.764511,68834300
2017-02-01,93.540001,97.510002,90.059998,94.809998,89.938805,38115100
2017-03-01,95.970001,99.379997,93.430000,97.980003,92.945953,42347900
2017-04-01,98.150002,105.339996,96.150002,99.739998,94.615524,46000900
2017-05-01,100.260002,107.250000,98.510002,106.430000,100.961777,30530800
2017-06-01,106.790001,112.110001,94.349998,95.949997,91.269279,43145700
2017-07-01,96.440002,108.559998,95.150002,104.870003,99.754158,39416700
2017-08-01,105.110001,106.980003,99.110001,105.360001,100.220253,32875900
2017-09-01,105.559998,110.610001,98.699997,101.900002,97.234711,33426800
2017-10-01,102.160004,114.800003,101.250000,113.860001,108.647148,32985100
2017-11-01,114.519997,117.650002,103.379997,104.739998,99.944702,51100900
2017-12-01,103.699997,103.989998,93.050003,94.949997,90.867241,51748400
2018-01-01,96.000000,103.709999,95.019997,97.209999,93.030067,51136100
2018-02-01,98.540001,112.279999,94.330002,109.250000,104.552361,59670400
2018-03-01,109.550003,115.980003,98.389999,100.260002,96.238327,40530300
2018-04-01,99.879997,100.980003,86.129997,86.760002,83.279846,42967900
2018-05-01,86.790001,101.290001,86.750000,98.610001,94.654510,50143800
2018-06-01,99.279999,104.199997,95.330002,96.650002,93.075546,37469400
2018-07-01,95.459999,103.949997,92.720001,94.580002,91.082092,41892800
2018-08-01,95.360001,96.250000,89.099998,91.300003,87.923409,33389800
2018-09-01,91.120003,93.620003,83.050003,90.709999,87.703812,42867600
2018-10-01,91.279999,93.070000,79.269997,86.760002,83.884712,39053700
2018-11-01,87.230003,90.410004,68.580002,72.769997,70.358353,64199300
2018-12-01,74.930000,74.949997,62.709999,67.019997,65.149567,40455700
2019-01-01,65.860001,74.080002,60.119999,73.040001,71.001564,45880600
2019-02-01,73.320000,87.480003,73.000000,81.660004,79.380997,44771100
2019-03-01,82.300003,86.889999,78.040001,82.480003,80.549477,35037000
2019-04-01,83.339996,94.389999,83.250000,88.180000,86.116074,30981200
2019-05-01,90.190002,91.339996,66.349998,66.629997,65.070465,60008400
2019-06-01,67.260002,77.870003,66.290001,77.269997,75.870895,41481600
2019-07-01,83.260002,88.769997,78.160004,85.279999,83.735863,35374500
2019-08-01,85.000000,87.699997,71.510002,75.269997,73.907112,46223000
2019-09-01,74.860001,84.349998,73.629997,79.250000,78.283371,34002800
2019-10-01,79.809998,91.940002,74.419998,91.059998,89.949310,38269300
2019-11-01,94.650002,102.870003,94.589996,98.300003,97.101013,47845100
2019-12-01,98.099998,122.889999,95.629997,120.879997,119.405594,44940900
