Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,53.560001,55.459999,51.720001,53.450001,46.214828,117793400
2015-02-01,53.500000,59.490002,52.410000,58.799999,51.157856,103760700
2015-03-01,59.070000,59.990002,54.619999,57.189999,49.757111,112836600
2015-04-01,57.049999,58.869999,53.919998,54.209999,47.164413,121216700
2015-05-01,54.709999,56.400002,53.340000,55.919998,48.951736,105222300
2015-06-01,55.700001,56.340000,51.299999,51.509998,45.091267,117314200
2015-07-01,52.150002,52.310001,48.000000,49.980000,43.751919,196214700
2015-08-01,50.080002,52.450001,43.490002,47.060001,41.477386,209645200
2015-09-01,46.400002,49.630001,45.330002,49.520000,43.645554,163097800
2015-10-01,49.840000,59.669998,47.119999,56.720001,49.991436,187995600
2015-11-01,56.900002,58.509998,56.000000,58.119999,51.560745,95577700
2015-12-01,57.470001,58.959999,54.799999,54.810001,48.624294,116914800
2016-01-01,53.549999,54.470001,46.730000,52.930000,46.956470,172549600
2016-02-01,52.299999,53.830002,49.099998,53.020000,47.391731,140030000
2016-03-01,53.470001,58.779999,53.000000,57.419998,51.324650,90738500
2016-04-01,57.490002,60.599998,56.830002,57.040001,50.985004,106353100
2016-05-01,57.299999,61.209999,56.189999,60.599998,54.512794,103145300
2016-06-01,60.509998,63.310001,58.610001,62.650002,56.356880,117377300
2016-07-01,62.330002,72.580002,60.459999,69.750000,62.743702,137987900
2016-08-01,69.830002,70.849998,68.440002,69.540001,62.890091,98358800
2016-09-01,68.779999,70.580002,66.300003,70.180000,63.468891,95319700
2016-10-01,70.080002,72.180000,67.059998,70.849998,64.074837,104802500
2016-11-01,71.129997,75.250000,66.800003,73.930000,66.860298,116936500
2016-12-01,73.879997,75.150002,69.919998,72.970001,66.474930,103725600
2017-01-01,73.529999,79.470001,72.470001,75.540001,68.816185,122395500
2017-02-01,76.059998,77.379997,74.519997,76.620003,70.243149,94496100
2017-03-01,77.129997,82.440002,76.680000,80.559998,73.855232,112897000
2017-04-01,80.870003,82.919998,77.830002,79.180000,72.590080,96714300
2017-05-01,79.250000,83.239998,78.400002,82.489998,76.093697,94249900
2017-06-01,82.610001,84.650002,75.919998,76.930000,70.964821,101739900
2017-07-01,77.449997,84.239998,76.190002,81.379997,75.069740,91177200
2017-08-01,81.599998,83.690002,79.599998,82.820000,76.863777,86115700
2017-09-01,82.739998,89.889999,81.250000,89.639999,83.193306,88149600
2017-10-01,89.879997,97.559998,89.309998,96.690002,89.736282,90725800
2017-11-01,96.970001,99.790001,95.599998,97.290001,90.870964,76125500
2017-12-01,96.540001,105.330002,94.720001,104.440002,97.549232,95800400
2018-01-01,105.110001,120.750000,104.500000,109.669998,102.434158,147031800
2018-02-01,108.750000,110.750000,96.989998,108.349998,101.761322,132090100
2018-03-01,108.930000,113.000000,101.339996,103.889999,97.572533,112656900
2018-04-01,102.860001,105.900002,97.389999,101.430000,95.262123,122932800
2018-05-01,101.099998,112.879997,100.349998,111.910004,105.104851,95601200
2018-06-01,112.550003,118.480003,107.449997,110.250000,104.169189,92532000
2018-07-01,108.940002,116.949997,108.379997,111.320000,105.180183,91660500
2018-08-01,111.160004,116.610001,107.010002,112.400002,106.788612,95140300
2018-09-01,111.019997,112.949997,102.250000,107.290001,101.933716,118097600
2018-10-01,107.669998,109.849998,87.900002,92.830002,88.195610,219573700
2018-11-01,93.379997,99.889999,92.910004,99.849998,95.682129,139458800
2018-12-01,102.500000,102.580002,87.699997,94.500000,90.555443,141974400
2019-01-01,92.760002,104.870003,88.680000,100.680000,96.477486,157815800
2019-02-01,100.550003,109.489998,100.260002,105.779999,102.140610,97531500
2019-03-01,106.860001,112.980003,103.349998,106.070000,102.420631,99687700
2019-04-01,107.989998,119.320000,106.930000,117.830002,113.776024,109052000
2019-05-01,118.059998,118.919998,101.570000,104.309998,100.721184,105527900
2019-06-01,105.040001,116.830002,104.589996,114.760002,111.542862,89525100
2019-07-01,117.599998,130.369995,114.370003,125.010002,121.505531,108447800
2019-08-01,125.599998,128.729996,116.220001,123.750000,120.997681,105101900
2019-09-01,123.050003,130.919998,120.669998,129.240005,126.365593,78844200
2019-10-01,130.000000,132.199997,115.870003,117.989998,115.365791,113400500
2019-11-01,119.190002,121.860001,114.589996,120.209999,118.422447,90725900
2019-12-01,120.120003,129.169998,116.059998,128.289993,126.382294,82445500
