Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,95.139999,107.769997,93.180000,104.830002,90.178658,301677700
2015-02-01,106.099998,107.309998,95.809998,103.529999,89.060341,271940800
2015-03-01,104.300003,104.449997,98.070000,98.129997,84.415031,237939400
2015-04-01,98.160004,105.750000,95.379997,100.510002,86.462418,218678800
2015-05-01,103.199997,113.430000,99.660004,112.269997,96.578827,241173700
2015-06-01,113.169998,123.370003,112.519997,117.080002,100.716545,233902100
2015-07-01,118.110001,119.720001,108.000000,117.860001,101.754829,235375400
2015-08-01,118.500000,120.370003,86.000000,105.070000,90.712532,230697300
2015-09-01,102.220001,113.309998,93.190002,98.190002,84.772652,255105200
2015-10-01,98.540001,111.110001,94.370003,108.129997,93.722015,273332300
2015-11-01,108.760002,109.949997,101.639999,105.959999,91.841141,151261900
2015-12-01,106.349998,107.379997,98.660004,101.190002,87.706734,185118500
2016-01-01,99.769997,100.680000,82.330002,83.000000,72.251083,266490500
2016-02-01,82.320000,91.500000,81.889999,87.250000,75.950691,281941900
2016-03-01,87.900002,94.309998,86.849998,91.860001,79.963669,257423500
2016-04-01,91.339996,103.099998,87.800003,88.209999,77.156448,232799200
2016-05-01,88.699997,89.449997,81.279999,87.059998,76.150528,196016900
2016-06-01,87.230003,88.239998,77.919998,83.419998,72.966667,197759600
2016-07-01,83.150002,88.849998,79.370003,79.470001,69.902847,235444800
2016-08-01,79.809998,82.099998,77.580002,78.379997,68.944084,228671700
2016-09-01,78.430000,82.070000,76.669998,79.120003,69.595001,208150100
2016-10-01,78.629997,78.970001,72.209999,73.629997,65.158241,187664400
2016-11-01,73.629997,80.000000,71.389999,73.699997,65.220184,212976100
2016-12-01,73.970001,76.320000,70.830002,71.610001,63.370655,196596000
2017-01-01,72.339996,76.980003,69.779999,72.449997,64.526810,202186200
2017-02-01,72.720001,73.300003,65.379997,70.480003,62.772236,257102100
2017-03-01,70.820000,70.989998,66.800003,67.919998,60.492199,192628300
2017-04-01,67.849998,68.959999,65.699997,68.550003,61.523087,143867000
2017-05-01,68.540001,69.160004,63.880001,64.889999,58.238270,163994400
2017-06-01,65.010002,72.169998,63.759998,70.779999,63.524506,238200900
2017-07-01,71.110001,76.489998,68.540001,76.089996,68.839622,156166000
2017-08-01,76.349998,84.129997,71.820000,83.709999,75.733536,236152800
2017-09-01,83.360001,86.269997,79.209999,81.019997,73.299873,198526800
2017-10-01,81.209999,84.230003,72.760002,74.959999,68.241348,189786500
2017-11-01,74.690002,75.849998,70.050003,74.779999,68.077499,155238500
2017-12-01,74.440002,77.150002,71.610001,71.639999,65.218918,156692200
2018-01-01,72.190002,89.540001,71.720001,83.800003,76.810600,196676900
2018-02-01,83.199997,84.580002,76.019997,78.730003,72.163490,175970400
2018-03-01,78.940002,82.720001,72.730003,75.389999,69.102051,153503500
2018-04-01,74.930000,76.250000,71.870003,72.230003,66.674217,121787500
2018-05-01,72.290001,72.830002,64.269997,67.400002,62.215729,188686900
2018-06-01,67.620003,72.279999,67.519997,70.839996,65.391129,151172000
2018-07-01,70.699997,79.040001,70.300003,77.830002,72.422531,140811100
2018-08-01,77.500000,78.620003,71.900002,75.730003,70.468430,139511900
2018-09-01,75.360001,77.239998,71.489998,77.209999,71.845604,116209500
2018-10-01,77.320000,79.610001,66.500000,68.180000,63.935661,169253500
2018-11-01,68.199997,72.800003,65.809998,71.940002,67.461609,143885000
2018-12-01,72.739998,72.900002,60.320000,62.549999,58.656139,168064000
2019-01-01,61.759998,70.320000,61.500000,70.010002,66.205566,164294800
2019-02-01,70.000000,70.500000,63.959999,65.019997,61.486725,140624600
2019-03-01,65.620003,66.470001,61.959999,65.010002,61.477272,156286800
2019-04-01,65.540001,68.070000,61.549999,65.040001,62.100674,148561400
2019-05-01,64.820000,67.800003,62.169998,62.250000,59.436760,139499400
2019-06-01,62.500000,69.980003,62.180000,67.559998,64.506783,135071800
2019-07-01,68.000000,69.349998,64.160004,65.519997,63.154781,127127600
2019-08-01,65.660004,66.779999,62.189999,63.540001,61.246258,126788000
2019-09-01,63.150002,68.160004,62.270000,63.380001,61.092033,125664500
2019-10-01,63.599998,66.750000,60.889999,63.709999,61.983707,135880300
2019-11-01,63.970001,67.650002,62.380001,67.239998,65.418060,116122600
2019-12-01,67.250000,68.160004,64.349998,64.980003,63.219296,150248500
